,10,20,30,40,50
1.0,4.562031264283614,4.214185763306956,4.075486476468295,0.1672558553870318,0.17028910077271547
1.005,4.3045022282019385,4.199444876196954,3.8919196352051855,0.1662363573130454,0.16456898267124356
1.01,4.272619271962005,4.093397442503565,3.926927801868458,0.17213033542484216,0.16492590783949448
1.015,4.325561693015492,3.9627446059415767,4.011541231676227,0.16695349819809466,0.16907730291600725
1.02,4.344020386990503,3.987208954375262,3.744877452334361,0.16859369766166715,0.16729036644160475
1.025,4.3416130689369306,3.610109534455835,0.20203556523166066,0.17112472869429451,0.17125971440935825
1.03,4.224264687359063,3.847016509098189,3.547435014060508,0.17065912803323274,0.17355965951111718
1.035,4.407857475039407,3.7104446971072966,3.167882116056593,0.1750425413223085,0.17435048193465705
1.04,4.226976785735697,3.5013067120635903,2.826123283179114,0.17685750973080547,0.1758526533802481
1.045,4.208015673101024,3.294117247384209,2.5367267221182406,0.1771020821803393,0.17976811410079632
1.05,4.471784802639731,3.1742450528982813,0.1809694886964684,0.18028081198771276,0.1806353112417492
1.055,4.2609381491963365,3.131713708577617,0.18279697367541575,0.18248420856838035,0.18390375292680325
1.06,4.330098578223762,2.8686760254607795,0.1838869851947557,0.18468185401950535,0.18601853223744869
1.065,4.1388012515570685,0.9851677664015016,0.18656344308892947,0.1891680818196625,0.18935415741849454
1.07,4.316768344509198,2.9190036376316835,0.18953575301021686,0.1904243307740224,0.1920961880435098
1.075,4.3420564401161865,0.2560621623502449,0.19034989579182945,0.19309880716946148,0.19483953973889606
1.08,4.119608679453411,1.594276056627988,0.1946606780654453,0.19653884928008972,0.1980319719979412
1.085,4.035745681562915,0.6245542227992961,0.1972818118521079,0.1990598305577844,0.20092205578215488
1.09,4.196764042363516,0.3519706249259664,0.1994440710115103,0.20260377044182007,0.2034950742043467
1.095,4.0863366672069725,0.19926792689812528,0.20315183187337346,0.20524422851256746,0.20582621461327671
